title,author,url,description,subjects,categories,avg_rating,ratings_count,publisher,published_date,page_count,isbn10,isbn13,language,description_long,unique_id
tractatus logicophilosophicus german,ludwig wittgenstein,https://www.gutenberg.org/ebooks/5740,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,tractatus logicophilosophicus germanludwig wittgenstein,,,-8686866774279553486
tess of the durbervilles a pure woman,thomas hardy,https://www.gutenberg.org/ebooks/110,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,tess of the durbervilles a pure womanthomas hardy,,,-7541914891563331141
antiquities of the jews,flavius josephus,https://www.gutenberg.org/ebooks/2848,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,antiquities of the jewsflavius josephus,,,-6662666371099737326
nature,ralph waldo emerson,https://www.gutenberg.org/ebooks/29433,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,natureralph waldo emerson,,,-879331852806320226
the art of war,active 6th century bc sunzi,https://www.gutenberg.org/ebooks/132,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the art of waractive 6th century bc sunzi,,,8822608608809428642
the secret garden,frances hodgson burnett,https://www.gutenberg.org/ebooks/17396,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the secret gardenfrances hodgson burnett,,,-6316199839034847080
myths and legends of ancient greece and rome,e m berens,https://www.gutenberg.org/ebooks/22381,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,myths and legends of ancient greece and romee m berens,,,-8199486044475899709
on the origin of species by means of natural selection,charles darwin,https://www.gutenberg.org/ebooks/1228,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,on the origin of species by means of natural selectioncharles darwin,,,-3793987128036886458
songs of innocence and of experience,william blake,https://www.gutenberg.org/ebooks/1934,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,songs of innocence and of experiencewilliam blake,,,8789122544071990036
hard times,charles dickens,https://www.gutenberg.org/ebooks/786,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,hard timescharles dickens,,,8024360077675047958
plays,susan glaspell,https://www.gutenberg.org/ebooks/10623,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,playssusan glaspell,,,-2394384434621101423
common sense,thomas paine,https://www.gutenberg.org/ebooks/147,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,common sensethomas paine,,,-7252268482426538962
the rmyan of vlmki translated into english verse,valmiki,https://www.gutenberg.org/ebooks/24869,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the rmyan of vlmki translated into english versevalmiki,,,3847752729864497623
the travels of marco polo  volume 1,marco polo and da pisa rusticiano,https://www.gutenberg.org/ebooks/10636,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the travels of marco polo  volume 1marco polo and da pisa rusticiano,,,-5373361840792896218
on war,carl von clausewitz,https://www.gutenberg.org/ebooks/1946,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,on warcarl von clausewitz,,,-2974116610288077718
 chinese,zian wei,https://www.gutenberg.org/ebooks/25219,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,, chinesezian wei,,,-6436004063909181455
the sorrows of young werther,johann wolfgang von goethe,https://www.gutenberg.org/ebooks/2527,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the sorrows of young wertherjohann wolfgang von goethe,,,5346816346836134409
ethics,benedictus de spinoza,https://www.gutenberg.org/ebooks/3800,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,ethicsbenedictus de spinoza,,,4309982554470444731
persuasion,jane austen,https://www.gutenberg.org/ebooks/105,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,persuasionjane austen,,,-280303480669325638
the problems of philosophy,bertrand russell,https://www.gutenberg.org/ebooks/5827,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the problems of philosophybertrand russell,,,-2812419731121924232
fables of la fontaine  a new edition with notes,jean de la fontaine,https://www.gutenberg.org/ebooks/7241,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,fables of la fontaine  a new edition with notesjean de la fontaine,,,-4545287528562821320
essays by ralph waldo emerson,ralph waldo emerson,https://www.gutenberg.org/ebooks/16643,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,essays by ralph waldo emersonralph waldo emerson,,,-421775636860757867
complete original short stories of guy de maupassant,guy de maupassant,https://www.gutenberg.org/ebooks/3090,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,complete original short stories of guy de maupassantguy de maupassant,,,3131084219045244742
madame bovary,gustave flaubert,https://www.gutenberg.org/ebooks/2413,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,madame bovarygustave flaubert,,,3776241924578986218
de profundis,oscar wilde,https://www.gutenberg.org/ebooks/921,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,de profundisoscar wilde,,,5715213968976792325
pygmalion,bernard shaw,https://www.gutenberg.org/ebooks/3825,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,pygmalionbernard shaw,,,3752502854893987915
the turn of the screw,henry james,https://www.gutenberg.org/ebooks/209,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the turn of the screwhenry james,,,-2324021595113266162
the jungle,upton sinclair,https://www.gutenberg.org/ebooks/140,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the jungleupton sinclair,,,1014046087856619728
the communist manifesto,karl marx and friedrich engels,https://www.gutenberg.org/ebooks/61,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the communist manifestokarl marx and friedrich engels,,,-721969585941510799
twenty thousand leagues under the sea,jules verne,https://www.gutenberg.org/ebooks/164,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,twenty thousand leagues under the seajules verne,,,6003232921022108581
the junior classics volume 1 fairy and wonder tales,william allan neilson,https://www.gutenberg.org/ebooks/28942,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the junior classics volume 1 fairy and wonder taleswilliam allan neilson,,,8407822734782124566
the gift of the magi,o henry,https://www.gutenberg.org/ebooks/7256,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the gift of the magio henry,,,347396229168470877
narrative of the captivity and restoration of mrs mary rowlandson,mary white rowlandson,https://www.gutenberg.org/ebooks/851,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,narrative of the captivity and restoration of mrs mary rowlandsonmary white rowlandson,,,6432114331016538340
the history of herodotus  volume 1,herodotus,https://www.gutenberg.org/ebooks/2707,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the history of herodotus  volume 1herodotus,,,-5247174710657626265
essays of michel de montaigne  complete,michel de montaigne,https://www.gutenberg.org/ebooks/3600,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,essays of michel de montaigne  completemichel de montaigne,,,5571374948678500512
baron trumps marvellous underground journey,ingersoll lockwood,https://www.gutenberg.org/ebooks/57426,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,baron trumps marvellous underground journeyingersoll lockwood,,,7559667660385485427
the awakening and selected short stories,kate chopin,https://www.gutenberg.org/ebooks/160,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the awakening and selected short storieskate chopin,,,-6030074997629994331
on the duties of the clergy,bishop of milan saint ambrose,https://www.gutenberg.org/ebooks/22789,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,on the duties of the clergybishop of milan saint ambrose,,,-7749700171503553863
a journey to the centre of the earth,jules verne,https://www.gutenberg.org/ebooks/18857,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,a journey to the centre of the earthjules verne,,,4528628285326552798
pascals penses,blaise pascal,https://www.gutenberg.org/ebooks/18269,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,pascals pensesblaise pascal,,,-1607388757345467172
aesops fables a new translation,aesop,https://www.gutenberg.org/ebooks/11339,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,aesops fables a new translationaesop,,,6321862607062862896
josefine mutzenbacher german,felix salten,https://www.gutenberg.org/ebooks/31284,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,josefine mutzenbacher germanfelix salten,,,-3740038989291140446
childe harolds pilgrimage,baron george gordon byron byron,https://www.gutenberg.org/ebooks/5131,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,childe harolds pilgrimagebaron george gordon byron byron,,,3284595259259907219
the call of the wild,jack london,https://www.gutenberg.org/ebooks/215,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the call of the wildjack london,,,3371660799348619279
the elements of style,william strunk,https://www.gutenberg.org/ebooks/37134,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the elements of stylewilliam strunk,,,-1936168947373774765
divine comedy longfellows translation hell,dante alighieri,https://www.gutenberg.org/ebooks/1001,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,divine comedy longfellows translation helldante alighieri,,,-206203747453804862
the vampyre a tale,john william polidori,https://www.gutenberg.org/ebooks/6087,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the vampyre a talejohn william polidori,,,8360150655250599944
uncle toms cabin,harriet beecher stowe,https://www.gutenberg.org/ebooks/203,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,uncle toms cabinharriet beecher stowe,,,6090174251894944167
northanger abbey,jane austen,https://www.gutenberg.org/ebooks/121,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,northanger abbeyjane austen,,,6954804088509108980
 chinese,pu zeng,https://www.gutenberg.org/ebooks/25128,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,, chinesepu zeng,,,-5005385901939542800
the works of edgar allan poe  volume 1,edgar allan poe,https://www.gutenberg.org/ebooks/2147,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the works of edgar allan poe  volume 1edgar allan poe,,,-7044448608149409138
poems by emily dickinson three series complete,emily dickinson,https://www.gutenberg.org/ebooks/12242,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,poems by emily dickinson three series completeemily dickinson,,,7163674177271500359
the federalist papers,alexander hamilton james madison and john jay,https://www.gutenberg.org/ebooks/22788,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the federalist papersalexander hamilton james madison and john jay,,,-7684245136021996421
the prophet,kahlil gibran,https://www.gutenberg.org/ebooks/58585,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the prophetkahlil gibran,,,-7848335207601985306
the phantom of the opera,gaston leroux,https://www.gutenberg.org/ebooks/175,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the phantom of the operagaston leroux,,,-3814089416877342320
memoirs of fanny hill,john cleland,https://www.gutenberg.org/ebooks/25305,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,memoirs of fanny hilljohn cleland,,,-8293942570245744130
the twilight of the idols or how to philosophize with the hammer the antichrist,friedrich wilhelm nietzsche,https://www.gutenberg.org/ebooks/52263,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the twilight of the idols or how to philosophize with the hammer the antichristfriedrich wilhelm nietzsche,,,1404022895248178127
how to observe morals and manners,harriet martineau,https://www.gutenberg.org/ebooks/33944,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,how to observe morals and mannersharriet martineau,,,-7443905789696270267
the elementary forms of the religious life,mile durkheim,https://www.gutenberg.org/ebooks/41360,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the elementary forms of the religious lifemile durkheim,,,-7545848225264938076
the thousand and one nights vol i,unknown,https://www.gutenberg.org/ebooks/34206,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the thousand and one nights vol iunknown,,,-7015094704698704526
